"filename", "language", "JavaScript JSX", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/crfm/frontend/src/App.jsx", "JavaScript JSX", 1, 1, 1, 3
"Total", "-", 1, 1, 1, 3
