"filename", "language", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"/Users/loucadaviot/Desktop/crfm/backend/services/missions.service.js", "JavaScript", -47, 0, -7, -12, -66
"/Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/pages/CreerMissions4Admin.jsx", "JavaScript JSX", 0, -356, -64, -64, -484
"Total", "-", -47, -356, -71, -76, -550
